database_id,cohort_id,comparator_cohort_id,start_day,end_day,subjects,sub_cs_before_ts,rec_cs_before_ts,sub_cs_on_ts,rec_cs_on_ts,sub_cs_after_ts,rec_cs_after_ts,sub_cs_before_te,rec_cs_before_te,sub_cs_on_te,rec_cs_on_te,sub_cs_after_te,rec_cs_after_te,sub_cs_window_t,rec_cs_window_t,sub_ce_window_t,rec_ce_window_t,sub_cs_window_ts,rec_cs_window_ts,sub_cs_window_te,rec_cs_window_te,sub_ce_window_ts,rec_ce_window_ts,sub_ce_window_te,rec_ce_window_te,sub_c_within_t,rec_c_within_t,c_days_before_ts,c_days_before_te,c_days_within_t_days,c_days_after_ts,c_days_after_te,t_days,c_days
optum_ehr,39,204,-30,0,374740,625,625,601,601,373783,475221,370332,470293,294,294,5860,5860,374251,475822,374740,476447,195276,195276,6154,6154,39195,39195,6374,6374,374251,475822,477072,946740,950714,950714,481046,782185756,951339
optum_ehr,39,204,0,0,348575,7000,7000,156744,156744,222134,280546,347883,442735,1555,1555,0,0,343044,437290,348575,444290,156744,156744,1555,1555,7038,7038,1840,1840,343044,437290,451290,887025,880025,880025,444290,733383365,887025
optum_ehr,39,204,1,30,343006,156706,156706,3193,3193,219628,277353,343006,437252,0,0,0,0,222134,280546,343006,437252,25819,25819,0,0,182065,182065,0,0,222134,280546,593958,872987,716281,716281,437252,738164458,872987
optum_ehr,39,204,31,365,202388,460,460,454,454,201666,254273,202388,255187,0,0,0,0,202012,254727,202388,255187,57529,57529,0,0,57881,57881,0,0,202012,254727,255647,508933,508473,508473,255187,588762273,508933
optum_ehr,39,8563,-9999,0,363319,0,0,0,0,363319,788624,0,0,0,0,363319,788624,363319,788624,363319,788624,239360,346903,363319,788624,125958,199760,363319,788624,363319,788624,788624,788624,6285477,6285477,6285477,9081144667,6285477
optum_ehr,39,8563,-9999,9999,363319,0,0,0,0,363319,788624,0,0,0,0,363319,788624,363319,788624,363319,788624,363319,788624,363319,788624,363319,788624,363319,788624,363319,788624,788624,788624,6285477,6285477,6285477,16966596043,6285477
optum_ehr,39,8563,-365,-31,344095,1102,1102,153,153,343832,693952,264250,517465,529,529,135512,177213,343864,694105,343477,693918,69595,89023,135817,177742,66839,85477,136663,179540,343245,692816,699630,4308299,5551656,5557233,1948564,1339886919,5561656
optum_ehr,39,8563,-365,0,346679,1102,1102,153,153,346419,700887,264250,517465,529,529,139673,184148,346451,701040,346679,702142,212852,259319,139973,184677,87825,113278,141624,187764,346451,701040,706565,4315234,5589198,5589198,1980529,1369525700,5593621
optum_ehr,39,8563,-180,0,339317,1698,1698,240,240,338863,664888,290194,565656,898,898,89808,100272,338934,665128,339317,666826,199554,223407,90488,101170,67513,77962,94465,106498,338934,665128,673424,4611123,5304495,5304495,1366796,1194963206,5311093
optum_ehr,39,8563,-30,-1,323613,4648,4648,665,665,320648,608693,321342,609730,279,279,3997,3997,321073,609358,322862,612563,37548,37548,4276,4276,26328,26328,4122,4122,320317,607915,632411,4877828,4887298,4888741,643324,1036809042,4907146
optum_ehr,39,8563,-30,0,324191,4648,4648,665,665,321237,611352,321342,609730,279,279,6656,6656,321660,612017,324191,616665,170296,170296,6935,6935,27800,27801,8189,8224,321660,612017,635070,4880487,4891400,4891400,645983,1040067762,4909805
optum_ehr,39,8563,0,0,307444,15868,15868,132748,132748,220345,441721,306798,587678,2659,2659,0,0,297451,574469,307444,590337,132748,132748,2659,2659,1473,1473,4102,4102,297451,574469,637205,4699181,4652313,4652313,590337,993969645,4699181
optum_ehr,39,8563,1,30,306473,147143,147143,2789,2789,218592,438932,306473,588864,0,0,0,0,220345,441721,306473,588864,22231,22231,0,0,166145,166145,0,0,220345,441721,772679,4687512,4503697,4503697,588864,1009538180,4687512
optum_ehr,39,8563,31,365,209347,3229,3229,657,657,207281,418833,209347,422719,0,0,0,0,207635,419490,209347,422719,96661,128925,0,0,97911,130264,0,0,207635,419490,435702,3359406,3346423,3346423,422719,927186396,3359406
optum_ehr,39,8975,-9999,0,17336,0,0,0,0,17336,33956,0,0,0,0,17336,33956,17336,33956,17336,33956,5198,7858,17336,33956,5198,7858,17336,33956,17336,33956,33956,33956,33956,33956,33956,392809712,33956
optum_ehr,39,8975,-9999,9999,17336,0,0,0,0,17336,33956,0,0,0,0,17336,33956,17336,33956,17336,33956,17336,33956,17336,33956,17336,33956,17336,33956,17336,33956,33956,33956,33956,33956,33956,732335756,33956
optum_ehr,39,8975,-365,-31,16611,0,0,-5,-5,16609,32325,10145,19976,52,52,7810,12299,16611,32327,16611,32327,1574,2451,7844,12351,1574,2451,7844,12351,16611,32327,32327,32327,32327,32327,32327,63037948,32327
optum_ehr,39,8975,-365,0,16643,0,0,-5,-5,16641,32377,10145,19976,52,52,7848,12351,16643,32379,16643,32379,4427,6281,7882,12403,4427,6281,7882,12403,16643,32379,32379,32379,32379,32379,32379,64101065,32379
optum_ehr,39,8975,-180,0,16294,0,0,7,7,16291,31646,12462,24507,55,55,5043,7091,16294,31653,16294,31653,4017,5555,5076,7146,4017,5555,5076,7146,16294,31653,31653,31653,31653,31653,31653,57412497,31653
optum_ehr,39,8975,-30,-1,15547,0,0,26,26,15539,29899,15516,29876,8,8,33,41,15547,29925,15547,29925,1046,1662,39,49,1046,1662,39,49,15547,29925,29925,29925,29925,29925,29925,51203517,29925
optum_ehr,39,8975,-30,0,15548,0,0,26,26,15540,29902,15516,29876,8,8,35,44,15548,29928,15548,29928,3106,3830,41,52,3106,3830,41,52,15548,29928,29928,29928,29928,29928,29928,51236648,29928
optum_ehr,39,8975,0,0,14791,0,0,2168,2168,13142,26098,14790,28263,-5,-5,0,0,14791,28266,14791,28266,2168,2168,-5,-5,2168,2168,-5,-5,14791,28266,28266,28266,28266,28266,28266,49180614,28266
optum_ehr,39,8975,1,30,13142,0,0,289,289,12987,25809,13142,26098,0,0,0,0,13142,26098,13142,26098,1881,3381,0,0,1881,3381,0,0,13142,26098,26098,26098,26098,26098,26098,48606310,26098
optum_ehr,39,8975,31,365,11561,0,0,50,50,11537,22667,11561,22717,0,0,0,0,11561,22717,11561,22717,3060,5369,0,0,3060,5369,0,0,11561,22717,22717,22717,22717,22717,22717,52449311,22717
optum_ehr,39,8976,-9999,0,362469,0,0,0,0,362469,774503,0,0,0,0,362469,774503,362469,774503,362469,774503,238802,342731,362469,774503,125686,197018,362469,774503,362469,774503,774503,774503,6174973,6174973,6174973,8919977360,6174973
optum_ehr,39,8976,-9999,9999,362469,0,0,0,0,362469,774503,0,0,0,0,362469,774503,362469,774503,362469,774503,362469,774503,362469,774503,362469,774503,362469,774503,362469,774503,774503,774503,6174973,6174973,6174973,16664232857,6174973
optum_ehr,39,8976,-365,-31,342749,1086,1086,152,152,342471,680605,263018,508129,513,513,133877,173201,342504,680757,342133,680588,69013,87371,134186,173714,66271,83880,135037,175469,341887,679502,686205,4230900,5446778,5452238,1907543,1316028493,5456600
optum_ehr,39,8976,-365,0,345334,1086,1086,152,152,345059,687433,263018,508129,513,513,138040,180029,345092,687585,345334,688671,211802,255813,138344,180542,87145,111186,139996,183552,345092,687585,693033,4237728,5483715,5483715,1939020,1345119836,5488077
optum_ehr,39,8976,-180,0,337451,1667,1667,237,237,336976,652079,288444,554892,876,876,88294,98215,337049,652316,337451,653983,197988,220544,88957,99091,66647,76498,92886,104301,337049,652316,660457,4524698,5204007,5204007,1339766,1173612686,5210481
optum_ehr,39,8976,-30,-1,321137,4577,4577,653,653,318153,596952,318874,597963,275,275,3944,3944,318573,597605,320384,600749,36970,36975,4219,4219,25857,25859,4041,4041,317815,596172,620299,4785352,4794656,4796089,631036,1018175717,4814206
optum_ehr,39,8976,-30,0,321722,4577,4577,653,653,318749,599561,318874,597963,275,275,6553,6553,319167,600214,321722,604791,168428,168442,6828,6828,27303,27306,8048,8083,319167,600214,622908,4787961,4798698,4798698,633645,1021363573,4816815
optum_ehr,39,8976,0,0,305066,15693,15693,131467,131467,218164,431772,304414,576323,2609,2609,0,0,295069,563239,305066,578932,131467,131467,2609,2609,1447,1447,4042,4042,295069,563239,625168,4609883,4563647,4563647,578932,975996960,4609883
optum_ehr,39,8976,1,30,304097,145713,145713,2763,2763,216427,429009,304097,577485,0,0,0,0,218164,431772,304097,577485,22133,22136,0,0,164665,164666,0,0,218164,431772,759412,4598414,4416487,4416487,577485,991258924,4598414
optum_ehr,39,8976,31,365,207082,3183,3183,638,638,205041,408998,207082,412819,0,0,0,0,205379,409636,207082,412819,94151,124924,0,0,95405,126274,0,0,205379,409636,425641,3281858,3269036,3269036,412819,907295887,3281858
optum_ehr,42,-1,-9999,0,1224549,0,0,0,0,1224549,1224549,0,0,0,0,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,17590,17590,1224549,1224549,1224549,1224549,1224549,1224549,3284901664,3284901664,3284901664,13931644366,3284901664
optum_ehr,42,-1,-9999,9999,1224549,0,0,0,0,1224549,1224549,0,0,0,0,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,1224549,3284901664,3284901664,3284901664,26175909817,3284901664
optum_ehr,42,-1,-365,-31,1201433,869721,869721,495,495,331217,331217,1105712,1105712,221,221,95500,95500,331712,331712,0,0,153596,153596,95721,95721,0,0,0,0,0,0,1254083830,2865246042,1994560543,2031804966,420642754,2088470445,3284687363
optum_ehr,42,-1,-365,0,1224549,869721,869721,495,495,354333,354333,1105712,1105712,221,221,118616,118616,354828,354828,1224549,1224549,354828,354828,118837,118837,17590,17590,1224549,1224549,354828,354828,1254106946,2865269158,2032019267,2032019267,420857055,2134339300,3284901664
optum_ehr,42,-1,-180,0,1224549,937904,937904,393,393,286252,286252,1142061,1142061,499,499,81989,81989,286645,286645,1224549,1224549,286645,286645,82488,82488,17590,17590,1224549,1224549,286645,286645,1421236217,3072897954,1864889996,1864889996,213228259,1907797735,3284901664
optum_ehr,42,-1,-30,-1,1216179,1023317,1023317,1066,1066,191796,191796,1201433,1201433,666,666,14080,14080,192862,192862,0,0,72542,72542,14746,14746,0,0,0,0,0,0,1567274589,3248659119,1717618705,1718834884,37450354,1722639736,3284893294
optum_ehr,42,-1,-30,0,1224549,1023317,1023317,1066,1066,200166,200166,1201433,1201433,666,666,22450,22450,201232,201232,1224549,1224549,201232,201232,23116,23116,17590,17590,1224549,1224549,201232,201232,1567282959,3248667489,1718843254,1718843254,37458724,1724115385,3284901664
optum_ehr,42,-1,0,0,1224549,1095859,1095859,128690,128690,0,0,1216179,1216179,8370,8370,0,0,128690,128690,1224549,1224549,128690,128690,8370,8370,17590,17590,1224549,1224549,128690,128690,1598747298,3284901664,1687378915,1687378915,1224549,1687378915,3284901664
optum_ehr,42,-1,1,30,1206959,1206959,1206959,0,0,0,0,1206959,1206959,0,0,0,0,0,0,1206959,1206959,0,0,0,0,30312,30312,0,0,0,0,1587978156,3272925563,1686154366,1686154366,1206959,1722363136,3272925563
optum_ehr,42,-1,31,365,1176647,1176647,1176647,0,0,0,0,1176647,1176647,0,0,0,0,0,0,1176647,1176647,0,0,0,0,258088,258088,0,0,0,0,1601387842,3250644369,1650433174,1650433174,1176647,2079909329,3250644369
optum_ehr,42,39,-9999,0,845191,0,0,0,0,845191,845191,0,0,0,0,845191,845191,845191,845191,845191,845191,692798,692798,845191,845191,2445,2445,845191,845191,845191,845191,845191,845191,1073513145,1073513145,1073513145,9632056363,1073513145
